,Year,Mileage,Engine,Power,Price,Miles_Driven,Fuel_Type_CNG,Fuel_Type_Diesel,Fuel_Type_LPG,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual,Owner_Type_First,Owner_Type_Fourth & Above,Owner_Type_Second,Owner_Type_Third
2739,2015,41,1298.0,85.8,8366,36288,0,0,0,1,0,1,1,0,0,0
2740,2013,35,2179.0,140.0,11120,45762,0,1,0,0,0,1,1,0,0,0
2741,2016,66,1248.0,88.5,10800,51573,0,1,0,0,0,1,1,0,0,0
2742,2016,52,1582.0,126.32,11911,10040,0,1,0,0,0,1,1,0,0,0
2743,2005,30,1493.0,82.0,1293,93205,0,1,0,0,0,1,1,0,0,0
2744,2014,45,1198.0,86.8,5400,13732,0,0,0,1,0,1,1,0,0,0
2745,2017,40,1197.0,81.86,12458,21774,0,0,0,1,0,1,1,0,0,0
2746,2018,44,1995.0,184.0,42594,14912,0,1,0,0,1,0,1,0,0,0
2747,2015,39,1968.0,138.03,19775,298258,0,1,0,0,1,0,1,0,0,0
2748,2011,35,1598.0,103.5,5004,43495,0,0,0,1,0,1,0,0,1,0
2749,2015,37,1197.0,85.0,6708,8555,0,0,0,1,0,1,0,0,1,0
2750,2013,44,1461.0,108.45,7590,36039,0,1,0,0,0,1,1,0,0,0
2751,2009,43,1995.0,190.0,27351,36039,0,1,0,0,1,0,1,0,0,0
2752,2018,48,1248.0,91.72,11728,11622,0,1,0,0,0,1,1,0,0,0
2753,2013,48,998.0,67.04,4259,20118,0,0,0,1,0,1,1,0,0,0
2754,2013,51,1248.0,76.9,4563,27961,0,1,0,0,0,1,1,0,0,0
2755,2015,35,2179.0,140.0,19000,22888,0,1,0,0,0,1,1,0,0,0
2756,2016,54,1248.0,88.8,7606,33677,0,1,0,0,0,1,1,0,0,0
2757,2017,43,1995.0,190.0,49652,22950,0,1,0,0,1,0,1,0,0,0
2758,2015,59,1248.0,74.0,9887,14291,0,1,0,0,0,1,1,0,0,0
2759,2015,42,1995.0,190.0,53242,8699,0,1,0,0,1,0,1,0,0,0
2760,2015,58,1396.0,69.01,3042,62182,0,1,0,0,0,1,0,0,1,0
2761,2015,35,2179.0,140.0,14390,36773,0,1,0,0,0,1,1,0,0,0
2762,2016,28,2967.0,241.4,59327,44820,0,1,0,0,1,0,0,0,1,0
2763,2009,43,1995.0,177.0,22818,49088,0,1,0,0,1,0,1,0,0,0
2764,2013,40,1591.0,121.3,9355,41588,0,0,0,1,0,1,1,0,0,0
2765,2015,30,2199.0,194.3,22057,62137,0,1,0,0,1,0,0,0,1,0
2766,2018,48,998.0,67.0,7879,17033,0,0,0,1,1,0,1,0,0,0
2767,2007,40,1061.0,64.0,1886,55923,0,0,0,1,0,1,0,0,1,0
2768,2013,43,1197.0,82.85,4259,25041,0,0,0,1,0,1,1,0,0,0
2769,2011,32,1798.0,157.75,7955,45846,0,0,0,1,1,0,0,0,1,0
2770,2005,35,1341.0,83.0,684,53437,0,0,0,1,0,1,0,0,1,0
2771,2014,44,998.0,67.1,4943,40820,0,0,0,1,0,1,1,0,0,0
2772,2015,39,796.0,34.2,2281,14291,0,0,0,1,0,1,1,0,0,0
2773,2012,47,1197.0,78.9,4335,31689,0,0,0,1,0,1,1,0,0,0
2774,2018,51,999.0,67.0,6845,11392,0,0,0,1,0,1,1,0,0,0
2775,2014,35,2147.0,107.3,24719,22369,0,1,0,0,1,0,1,0,0,0
2776,2017,40,1197.0,103.5,11789,15534,0,0,0,1,1,0,1,0,0,0
2777,2007,28,2179.0,120.0,6617,50331,0,1,0,0,0,1,0,0,0,1
2778,2019,30,2755.0,174.5,50398,13495,0,1,0,0,1,0,1,0,0,0
2779,2013,59,936.0,56.3,5522,46864,0,1,0,0,0,1,1,0,0,0
2780,2010,30,2494.0,102.0,7225,49709,0,1,0,0,0,1,1,0,0,0
2781,2018,49,1197.0,83.14,9903,6630,0,0,0,1,0,1,1,0,0,0
2782,2018,51,999.0,67.0,7301,2563,0,0,0,1,0,1,1,0,0,0
2783,2017,53,1248.0,74.0,9127,61205,0,1,0,0,0,1,1,0,0,0
2784,2016,44,1197.0,82.0,9735,38262,0,0,0,1,0,1,1,0,0,0
2785,2014,47,1498.0,103.2,7453,33554,0,1,0,0,0,1,1,0,0,0
2786,2013,41,1968.0,174.33,31291,44116,0,1,0,0,1,0,1,0,0,0
2787,2015,45,1248.0,73.9,7241,24905,0,1,0,0,0,1,1,0,0,0
2788,2012,42,995.0,62.0,3042,31453,0,0,0,1,0,1,1,0,0,0
2789,2009,53,1995.0,190.0,15090,64563,0,1,0,0,1,0,1,0,0,0
2790,2018,49,814.0,55.2,5613,9528,0,0,0,1,0,1,1,0,0,0
2791,2013,55,1248.0,74.0,8747,42874,0,1,0,0,0,1,1,0,0,0
2792,2014,47,1498.0,88.5,8670,46702,0,1,0,0,0,1,1,0,0,0
2793,2014,42,1198.0,86.7,7514,27808,0,0,0,1,0,1,1,0,0,0
2794,2012,33,1598.0,103.6,6526,32947,0,0,0,1,1,0,1,0,0,0
2795,2014,48,998.0,67.04,4563,14813,0,0,0,1,0,1,1,0,0,0
2796,2014,47,1498.0,88.8,9887,50516,0,1,0,0,0,1,1,0,0,0
2797,2015,38,1198.0,73.9,7453,36660,0,0,0,1,0,1,0,0,1,0
2798,2016,60,1498.0,98.6,8214,32190,0,1,0,0,0,1,1,0,0,0
2799,2014,43,1968.0,187.74,36509,34796,0,1,0,0,1,0,1,0,0,0
2800,2019,58,1047.0,69.0,11348,18193,0,1,0,0,0,1,1,0,0,0
2801,2017,50,1498.0,108.5,14603,20846,0,1,0,0,1,0,1,0,0,0
2802,2014,43,1968.0,187.74,38030,38525,0,1,0,0,1,0,1,0,0,0
2803,2014,44,1461.0,108.5,10344,41010,0,1,0,0,0,1,1,0,0,0
2804,2016,50,1498.0,103.52,13067,28974,0,1,0,0,1,0,1,0,0,0
2805,2016,60,1498.0,99.0,8047,45090,0,1,0,0,0,1,1,0,0,0
2806,2011,36,1405.0,70.0,3803,31989,0,1,0,0,0,1,1,0,0,0
2807,2011,34,2143.0,167.62,21144,55923,0,1,0,0,1,0,1,0,0,0
2808,2014,30,2982.0,168.5,30424,42874,0,1,0,0,0,1,0,0,1,0
2809,2011,39,1497.0,118.0,5172,55923,0,0,0,1,0,1,0,0,1,0
2810,2015,43,1197.0,81.83,8366,24233,0,0,0,1,0,1,1,0,0,0
2811,2012,48,1598.0,103.6,5552,68350,0,1,0,0,0,1,0,0,1,0
2812,2011,30,2499.0,141.0,8914,42266,0,1,0,0,0,1,1,0,0,0
2813,2018,34,1497.0,121.36,15881,17306,0,0,0,1,1,0,1,0,0,0
2814,2011,54,1396.0,90.0,5126,42526,0,1,0,0,0,1,1,0,0,0
2815,2011,30,2494.0,100.6,10572,93205,0,1,0,0,0,1,1,0,0,0
2816,2018,50,1497.0,108.5,15060,8699,0,1,0,0,0,1,1,0,0,0
2817,2012,47,1399.0,68.05,5020,44464,0,1,0,0,0,1,1,0,0,0
2818,2013,41,2967.0,300.0,76821,29825,0,1,0,0,1,0,0,0,1,0
2819,2015,40,1582.0,126.2,19015,40886,0,1,0,0,1,0,1,0,0,0
2820,2014,38,1968.0,140.0,31185,32932,0,1,0,0,1,0,1,0,0,0
2821,2017,37,2179.0,140.0,22057,9072,0,1,0,0,0,1,1,0,0,0
2822,2017,32,2999.0,174.57,30424,21393,0,1,0,0,1,0,1,0,0,0
2823,2014,55,1248.0,74.0,7986,32311,0,1,0,0,0,1,1,0,0,0
2824,2015,48,1373.0,91.1,8975,15826,0,0,0,1,0,1,1,0,0,0
2825,2013,49,814.0,55.2,3955,13670,0,0,0,1,0,1,1,0,0,0
2826,2007,25,2987.0,198.5,16733,46602,0,1,0,0,1,0,1,0,0,0
2827,2011,43,1995.0,177.0,23578,59648,0,1,0,0,1,0,1,0,0,0
2828,2017,56,1186.0,73.97,8747,16700,0,1,0,0,0,1,1,0,0,0
2829,2015,34,2993.0,301.73,114091,16155,0,1,0,0,1,0,1,0,0,0
2830,2007,41,1248.0,75.0,3042,86991,0,1,0,0,0,1,0,0,1,0
2831,2008,42,1086.0,62.1,3498,59211,0,0,0,1,0,1,1,0,0,0
2832,2009,30,2494.0,102.0,12474,83885,0,1,0,0,0,1,0,0,1,0
2833,2015,43,1197.0,81.83,7301,19883,0,0,0,1,0,1,1,0,0,0
2834,2008,25,2987.0,198.5,12930,42460,0,1,0,0,1,0,0,0,1,0
2835,2011,47,1399.0,68.0,4411,44738,0,1,0,0,0,1,1,0,0,0
2836,2012,50,1364.0,86.79,9887,32373,0,1,0,0,0,1,1,0,0,0
2837,2018,44,1197.0,81.86,8899,6213,0,0,0,1,0,1,1,0,0,0
2838,2019,38,1956.0,170.0,36372,3890,0,1,0,0,0,1,1,0,0,0
2839,2019,49,1197.0,81.8,11196,2427,0,0,0,1,1,0,1,0,0,0
2840,2014,27,2982.0,171.0,26241,34771,0,1,0,0,0,1,1,0,0,0
2841,2013,48,1598.0,103.6,10648,89477,0,1,0,0,0,1,1,0,0,0
2842,2017,32,2393.0,147.8,26849,23612,0,1,0,0,0,1,1,0,0,0
2843,2013,47,1399.0,68.1,3803,31689,0,1,0,0,0,1,1,0,0,0
2844,2015,55,1364.0,67.05,9127,93205,0,1,0,0,0,1,1,0,0,0
2845,2018,42,2523.0,63.0,12550,1553,0,1,0,0,0,1,1,0,0,0
2846,2018,29,2179.0,187.7,68196,25886,0,1,0,0,1,0,1,0,0,0
2847,2011,37,1995.0,181.0,15972,39767,0,1,0,0,1,0,1,0,0,0
2848,2008,31,1495.0,94.0,2890,49709,0,0,0,1,0,1,0,0,1,0
2849,2016,54,998.0,67.04,6465,18641,0,0,0,1,1,0,0,0,1,0
2850,2014,38,2179.0,187.7,40312,26718,0,1,0,0,1,0,0,0,1,0
2851,2013,29,2698.0,179.5,34227,55923,0,1,0,0,1,0,0,0,1,0
2852,2011,54,1461.0,63.1,5020,76975,0,1,0,0,0,1,1,0,0,0
2853,2015,42,1198.0,86.7,6541,26097,0,0,0,1,0,1,0,0,1,0
2854,2012,46,1461.0,83.8,7986,49600,0,1,0,0,0,1,1,0,0,0
2855,2015,30,2494.0,100.6,17874,46602,0,1,0,0,0,1,1,0,0,0
2856,2014,42,1198.0,86.7,6465,44994,0,0,0,1,0,1,1,0,0,0
2857,2012,35,2143.0,204.0,21631,39146,0,1,0,0,1,0,1,0,0,0
2858,2015,41,1197.0,78.9,6389,33375,0,0,0,1,0,1,1,0,0,0
2859,2017,26,2755.0,171.5,27762,11184,0,1,0,0,1,0,1,0,0,0
2860,2013,37,2148.0,170.0,28142,31689,0,1,0,0,0,1,1,0,0,0
2861,2008,37,1298.0,88.2,3650,53872,0,0,0,1,0,1,0,0,1,0
2862,2016,64,1248.0,74.0,9887,18019,0,1,0,0,0,1,1,0,0,0
2863,2014,31,1086.0,62.1,4867,34796,0,0,1,0,0,1,1,0,0,0
2864,2015,54,998.0,67.04,6069,20505,0,0,0,1,1,0,1,0,0,0
2865,2014,53,1498.0,89.84,8290,40012,0,1,0,0,0,1,1,0,0,0
2866,2010,44,1248.0,90.0,4107,47224,0,1,0,0,0,1,1,0,0,0
2867,2016,64,1498.0,98.6,9507,30272,0,1,0,0,0,1,1,0,0,0
2868,2016,35,2179.0,140.0,20201,37102,0,1,0,0,0,1,1,0,0,0
2869,2012,54,1461.0,63.1,5628,51573,0,1,0,0,0,1,1,0,0,0
2870,2018,45,2143.0,167.62,60103,6657,0,1,0,0,1,0,1,0,0,0
2871,2010,44,1248.0,90.0,2129,79231,0,1,0,0,0,1,0,0,1,0
2872,2014,53,1248.0,74.0,5324,21754,0,1,0,0,0,1,1,0,0,0
2873,2012,41,1197.0,85.8,5750,46883,0,0,0,1,0,1,1,0,0,0
2874,2015,44,1405.0,69.01,4107,51573,0,1,0,0,0,1,1,0,0,0
2875,2013,60,1498.0,98.6,4867,24081,0,1,0,0,0,1,1,0,0,0
2876,2016,47,1197.0,81.8,7606,18641,0,0,0,1,0,1,1,0,0,0
2877,2012,48,1248.0,88.8,10648,24854,0,1,0,0,0,1,1,0,0,0
2878,2014,44,1197.0,82.0,4335,12116,0,0,0,1,0,1,0,0,1,0
2879,2016,46,1198.0,67.04,6465,25476,0,0,0,1,0,1,1,0,0,0
2880,2014,44,1197.0,82.0,7453,18641,0,0,0,1,0,1,0,0,1,0
2881,2017,40,1956.0,170.0,25708,22990,0,1,0,0,0,1,1,0,0,0
2882,2014,51,1199.0,73.9,6465,38525,0,1,0,0,0,1,0,0,1,0
2883,2015,36,1198.0,86.7,6602,26111,0,0,0,1,1,0,1,0,0,0
2884,2012,37,1995.0,184.0,25860,31690,0,1,0,0,1,0,1,0,0,0
2885,2017,44,1995.0,184.0,43278,34417,0,1,0,0,1,0,1,0,0,0
2886,2014,36,1497.0,116.3,9355,29035,0,0,0,1,1,0,1,0,0,0
2887,2014,30,2696.0,162.0,14071,36657,0,1,0,0,0,1,1,0,0,0
2888,2015,62,1248.0,74.0,7377,23523,0,1,0,0,0,1,1,0,0,0
2889,2014,59,1248.0,74.0,7301,44117,0,1,0,0,0,1,1,0,0,0
2890,2012,43,1198.0,86.8,3498,30462,0,0,0,1,0,1,1,0,0,0
2891,2016,44,1197.0,82.0,7225,6692,0,0,0,1,0,1,1,0,0,0
2892,2017,53,1248.0,74.0,7606,44738,0,1,0,0,0,1,1,0,0,0
2893,2015,49,814.0,55.2,3803,56544,0,0,0,1,0,1,1,0,0,0
2894,2017,43,1197.0,81.83,9051,8699,0,0,0,1,0,1,1,0,0,0
2895,2014,21,1984.0,181.0,24339,29825,0,1,0,0,1,0,0,0,1,0
2896,2014,53,1498.0,89.84,9355,46687,0,1,0,0,0,1,1,0,0,0
2897,2014,49,1197.0,85.8,6160,20194,0,0,0,1,0,1,0,0,1,0
2898,2010,51,1396.0,90.0,4715,58719,0,1,0,0,0,1,0,0,1,0
2899,2013,51,1197.0,81.8,8351,21685,0,0,0,1,0,1,1,0,0,0
2900,2010,18,4806.0,394.3,65275,26346,0,0,0,1,1,0,0,0,0,1
2901,2015,41,1248.0,75.0,8670,31068,0,1,0,0,0,1,1,0,0,0
2902,2014,45,1198.0,86.8,4335,21747,0,0,0,1,0,1,1,0,0,0
2903,2012,43,1199.0,79.4,3574,22990,0,0,0,1,0,1,0,0,1,0
2904,2018,30,1591.0,121.3,22453,20385,0,0,0,1,1,0,1,0,0,0
2905,2008,41,1497.0,78.0,3422,73943,0,0,0,1,0,1,0,0,1,0
2906,2016,43,1197.0,85.8,5552,7456,0,0,0,1,0,1,1,0,0,0
2907,2016,53,1498.0,98.59,11028,29034,0,1,0,0,0,1,1,0,0,0
2908,2010,31,1995.0,170.0,16261,45568,0,1,0,0,1,0,1,0,0,0
2909,2014,40,1591.0,121.3,8366,5592,0,0,0,1,0,1,0,0,1,0
2910,2005,30,2494.0,102.0,7758,149129,0,1,0,0,0,1,0,1,0,0
2911,2014,52,998.0,67.04,4943,15796,0,0,0,1,0,1,1,0,0,0
2912,2018,59,1248.0,88.5,14071,8699,0,1,0,0,0,1,1,0,0,0
2913,2008,46,796.0,46.3,2586,41010,0,0,0,1,0,1,1,0,0,0
2914,2010,44,998.0,66.1,4365,34376,0,0,0,1,0,1,1,0,0,0
2915,2009,25,2993.0,235.0,27001,55923,0,1,0,0,1,0,1,0,0,0
2916,2017,42,1198.0,82.0,6845,26718,0,0,0,1,0,1,1,0,0,0
2917,2008,45,1197.0,80.0,4487,36339,0,0,0,1,1,0,0,0,1,0
2918,2007,30,1799.0,130.0,3955,57787,0,0,0,1,1,0,0,0,1,0
2919,2010,47,1197.0,78.9,4563,31068,0,0,0,1,0,1,1,0,0,0
2920,2014,34,2143.0,170.0,23578,48849,0,1,0,0,1,0,0,0,1,0
2921,2011,41,1496.0,88.73,4259,22990,0,0,0,1,0,1,1,0,0,0
2922,2010,39,1497.0,118.0,3803,34051,0,0,0,1,0,1,1,0,0,0
2923,2014,55,1248.0,74.0,8747,18019,0,1,0,0,0,1,1,0,0,0
2924,2010,51,1197.0,81.8,4259,42253,0,0,0,1,0,1,1,0,0,0
2925,2014,40,1591.0,121.3,6982,36039,0,0,0,1,0,1,1,0,0,0
2926,2012,54,1248.0,73.94,5552,39947,0,1,0,0,0,1,1,0,0,0
2927,2015,30,2982.0,168.5,30196,19262,0,1,0,0,0,1,1,0,0,0
2928,2018,40,1956.0,170.0,28142,9966,0,1,0,0,0,1,1,0,0,0
2929,2017,43,1197.0,81.83,10572,12340,0,0,0,1,0,1,1,0,0,0
2930,2014,62,998.0,58.16,4335,30136,1,0,0,0,0,1,0,0,1,0
2931,2012,32,2179.0,138.0,5704,46845,0,1,0,0,0,1,1,0,0,0
2932,2008,45,1248.0,73.9,3498,48466,0,1,0,0,0,1,0,0,1,0
2933,2016,58,1396.0,69.01,3498,48466,0,1,0,0,0,1,1,0,0,0
2934,2016,66,1248.0,74.0,9051,32311,0,1,0,0,0,1,1,0,0,0
2935,2016,54,998.0,67.04,5309,18641,0,0,0,1,1,0,1,0,0,0
2936,2016,34,2993.0,258.0,72562,11963,0,1,0,0,1,0,1,0,0,0
2937,2015,38,1198.0,74.0,9781,18424,0,0,0,1,0,1,1,0,0,0
2938,2011,32,2179.0,138.03,6845,49709,0,1,0,0,0,1,1,0,0,0
2939,2018,31,1598.0,181.0,60468,1846,0,0,0,1,1,0,1,0,0,0
2940,2015,36,1196.0,70.0,6084,13297,0,0,0,1,0,1,1,0,0,0
2941,2015,61,1498.0,98.6,10618,47845,0,1,0,0,0,1,1,0,0,0
2942,2006,29,1991.0,112.0,2662,49709,0,1,0,0,0,1,0,0,1,0
2943,2013,47,1968.0,108.5,7225,50800,0,1,0,0,0,1,1,0,0,0
2944,2016,27,2982.0,171.0,35748,61884,0,1,0,0,0,1,1,0,0,0
2945,2014,52,1582.0,126.32,11393,24724,0,1,0,0,0,1,1,0,0,0
2946,2015,35,2179.0,140.0,16505,70214,0,1,0,0,0,1,1,0,0,0
2947,2017,59,799.0,53.3,5324,14912,0,0,0,1,0,1,1,0,0,0
2948,2015,43,1197.0,81.83,9583,24233,0,0,0,1,0,1,0,0,1,0
2949,2012,36,1497.0,116.3,10268,22990,0,0,0,1,1,0,1,0,0,0
2950,2017,25,3198.0,197.0,43932,37970,0,1,0,0,1,0,1,0,0,0
2951,2016,32,1798.0,157.75,21646,38306,0,0,0,1,1,0,1,0,0,0
2952,2012,53,1995.0,190.0,22818,22990,0,1,0,0,1,0,0,0,0,1
2953,2013,53,1373.0,80.9,8823,32932,1,0,0,0,0,1,1,0,0,0
2954,2013,54,1248.0,73.94,5704,40389,0,1,0,0,0,1,1,0,0,0
2955,2011,27,2982.0,171.0,19395,91968,0,1,0,0,0,1,0,0,1,0
2956,2009,37,1298.0,88.2,2966,32933,0,0,0,1,0,1,1,0,0,0
2957,2018,47,1199.0,84.0,7530,13884,0,0,0,1,0,1,1,0,0,0
2958,2015,42,1497.0,117.3,12550,31068,0,0,0,1,1,0,1,0,0,0
2959,2013,31,1995.0,170.0,31930,29939,0,1,0,0,1,0,1,0,0,0
2960,2010,33,2143.0,203.0,26621,57787,0,1,0,0,1,0,0,0,1,0
2961,2015,66,1248.0,74.0,8153,33243,0,1,0,0,0,1,1,0,0,0
2962,2014,37,1373.0,93.7,9659,10926,0,0,0,1,0,1,1,0,0,0
2963,2011,40,1591.0,121.3,4487,22509,0,0,0,1,0,1,1,0,0,0
2964,2019,29,2179.0,147.5,84731,16092,0,1,0,0,1,0,1,0,0,0
2965,2009,0,1086.0,62.0,1749,37387,0,0,0,1,0,1,1,0,0,0
2966,2017,45,2143.0,167.62,57045,6959,0,1,0,0,1,0,1,0,0,0
2967,2017,47,1197.0,78.9,6191,30475,0,0,0,1,0,1,1,0,0,0
2968,2012,51,1199.0,73.9,4548,27961,0,1,0,0,0,1,1,0,0,0
2969,2017,57,1248.0,88.5,12017,24854,0,1,0,0,0,1,1,0,0,0
2970,2016,46,1461.0,83.8,11393,22742,0,1,0,0,0,1,1,0,0,0
2971,2009,42,1248.0,75.0,1673,72700,0,1,0,0,0,1,1,0,0,0
2972,2016,26,2987.0,254.8,85188,9941,0,1,0,0,1,0,1,0,0,0
2973,2016,59,1186.0,73.97,5324,31068,0,1,0,0,0,1,1,0,0,0
2974,2008,42,1493.0,110.0,4563,93205,0,1,0,0,0,1,1,0,0,0
2975,2014,40,1591.0,121.3,9279,6835,0,0,0,1,0,1,1,0,0,0
2976,2010,36,1196.0,70.0,3422,63389,0,0,0,1,0,1,1,0,0,0
2977,2016,59,1248.0,74.0,9051,23612,0,1,0,0,0,1,1,0,0,0
2978,2013,54,1461.0,63.12,7530,44422,0,1,0,0,0,1,1,0,0,0
2979,2015,38,1198.0,74.0,8351,28803,0,0,0,1,0,1,0,0,1,0
2980,2019,53,1995.0,190.0,10146,54059,0,1,0,0,1,0,1,0,0,0
2981,2015,35,1598.0,103.52,9507,12902,0,0,0,1,0,1,1,0,0,0
2982,2014,28,2967.0,241.4,53060,31737,0,1,0,0,1,0,1,0,0,0
2983,2016,61,1248.0,88.5,10496,52247,0,1,0,0,0,1,1,0,0,0
2984,2014,59,1498.0,98.6,9112,34175,0,1,0,0,0,1,1,0,0,0
2985,2010,25,3498.0,272.0,15820,45360,0,0,0,1,1,0,1,0,0,0
2986,2012,34,2967.0,241.38,44115,31069,0,1,0,0,1,0,1,0,0,0
2987,2016,32,2179.0,118.3,8899,57890,0,1,0,0,0,1,0,0,1,0
2988,2006,28,1493.0,100.0,3361,61877,0,0,0,1,1,0,0,0,0,1
2989,2010,36,1586.0,103.3,3650,44738,0,0,0,1,0,1,1,0,0,0
2990,2009,34,1798.0,138.1,4563,43495,0,0,0,1,0,1,0,0,0,1
2991,2012,33,1598.0,103.6,5704,37903,0,0,0,1,1,0,0,0,1,0
2992,2015,49,814.0,55.2,4487,41327,0,0,0,1,0,1,1,0,0,0
2993,2011,47,1968.0,108.5,8823,52233,0,1,0,0,0,1,1,0,0,0
2994,2012,53,1248.0,74.0,7453,50206,0,1,0,0,0,1,1,0,0,0
2995,2018,33,1798.0,138.03,25784,3106,0,0,0,1,1,0,1,0,0,0
2996,2013,30,2494.0,100.0,19015,57166,0,1,0,0,0,1,1,0,0,0
2997,2017,64,1047.0,69.0,7606,32932,0,1,0,0,0,1,1,0,0,0
2998,2015,36,1598.0,103.52,7119,24744,0,0,0,1,0,1,1,0,0,0
2999,2016,25,3198.0,197.0,45332,18019,0,1,0,0,1,0,1,0,0,0
3000,2017,59,799.0,53.3,5263,15045,0,0,0,1,0,1,0,0,1,0
3001,2012,54,1396.0,90.0,6084,46602,0,1,0,0,0,1,1,0,0,0
3002,2012,41,1896.0,106.0,6845,47979,0,1,0,0,0,1,0,0,1,0
3003,2013,50,1364.0,87.2,8929,46161,0,1,0,0,0,1,1,0,0,0
3004,2015,36,2179.0,120.0,14451,37903,0,1,0,0,0,1,1,0,0,0
3005,2013,33,1968.0,174.3,49439,27340,0,1,0,0,1,0,1,0,0,0
3006,2014,42,1248.0,73.8,5902,46006,0,1,0,0,0,1,1,0,0,0
3007,2013,53,1995.0,190.0,19897,53342,0,1,0,0,1,0,1,0,0,0
3008,2012,50,1461.0,84.8,5324,32311,0,1,0,0,0,1,1,0,0,0
3009,2010,30,2354.0,177.6,5324,29204,0,0,0,1,0,1,0,0,1,0
3010,2010,39,1493.0,110.0,6769,44744,0,1,0,0,0,1,1,0,0,0
3011,2015,39,796.0,34.2,3574,9320,0,0,0,1,0,1,1,0,0,0
3012,2015,40,1497.0,117.3,7606,298258,0,0,0,1,0,1,1,0,0,0
3013,2012,0,2967.0,241.4,42594,15360,0,1,0,0,1,0,0,0,1,0
3014,2007,39,1388.0,68.0,3042,46602,0,0,0,1,0,1,0,0,1,0
3015,2015,53,1396.0,88.73,9659,35418,0,1,0,0,0,1,1,0,0,0
3016,2015,30,2143.0,201.1,37467,25511,0,1,0,0,1,0,1,0,0,0
3017,2012,61,998.0,58.2,4563,57166,1,0,0,0,0,1,0,0,1,0
3018,2016,53,1498.0,98.59,12017,12427,0,1,0,0,0,1,1,0,0,0
3019,2011,43,1197.0,80.0,4943,32534,0,0,0,1,0,1,1,0,0,0
3020,2016,41,1497.0,117.3,12550,10563,0,0,0,1,0,1,0,0,1,0
3021,2011,54,1461.0,63.1,4335,24234,0,1,0,0,0,1,1,0,0,0
3022,2010,47,1399.0,68.0,4867,80769,0,1,0,0,0,1,0,0,1,0
3023,2013,43,1198.0,75.0,2662,27961,0,0,0,1,0,1,1,0,0,0
3024,2009,30,2354.0,177.6,8747,50953,0,0,0,1,0,1,0,0,1,0
3025,2010,32,1798.0,157.75,7149,41631,0,0,0,1,1,0,1,0,0,0
3026,2017,32,796.0,35.0,4411,13210,0,0,0,1,0,1,1,0,0,0
3027,2012,51,1396.0,88.8,6465,34400,0,1,0,0,0,1,1,0,0,0
3028,2017,40,1582.0,126.2,22057,8077,0,1,0,0,1,0,1,0,0,0
3029,2016,59,1248.0,74.0,8123,28412,0,1,0,0,0,1,1,0,0,0
3030,2014,59,1248.0,74.0,5856,65243,0,1,0,0,0,1,1,0,0,0
3031,2009,30,2494.0,102.0,12930,96968,0,1,0,0,0,1,1,0,0,0
3032,2016,57,1120.0,71.0,6389,83885,0,1,0,0,0,1,1,0,0,0
3033,2016,48,1248.0,88.7,10268,41631,0,1,0,0,0,1,1,0,0,0
3034,2016,25,3198.0,197.2,39551,55923,0,1,0,0,1,0,1,0,0,0
3035,2019,53,1396.0,88.73,13097,20039,0,1,0,0,0,1,1,0,0,0
3036,2009,44,998.0,67.1,2220,29204,0,0,0,1,0,1,1,0,0,0
3037,2011,49,1248.0,73.9,4259,46794,0,1,0,0,0,1,0,0,1,0
3038,2018,75,998.0,58.2,6084,27465,1,0,0,0,0,1,1,0,0,0
3039,2014,39,1497.0,118.0,8321,36039,0,0,0,1,0,1,1,0,0,0
3040,2009,41,1298.0,85.8,3726,37282,0,0,0,1,0,1,1,0,0,0
3041,2014,40,1995.0,184.0,32706,27961,0,1,0,0,1,0,1,0,0,0
3042,2010,35,1368.0,90.0,2099,25597,0,0,0,1,0,1,1,0,0,0
3043,2016,37,2179.0,140.0,20536,55302,0,1,0,0,0,1,1,0,0,0
3044,2009,39,1197.0,78.9,4715,37599,0,0,0,1,1,0,0,0,1,0
3045,2016,50,1197.0,83.1,8351,5281,0,0,0,1,0,1,1,0,0,0
3046,2017,57,1248.0,88.5,14466,22357,0,1,0,0,0,1,1,0,0,0
3047,2012,36,1196.0,70.02,3635,14385,0,0,0,1,0,1,1,0,0,0
3048,2014,78,998.0,67.04,4943,46393,1,0,0,0,0,1,1,0,0,0
3049,2014,42,1197.0,103.5,8594,38232,0,0,0,1,1,0,1,0,0,0
3050,2010,35,2489.0,93.7,2814,56915,0,1,0,0,0,1,1,0,0,0
3051,2019,31,2995.0,340.0,3072,8884,0,0,0,1,1,0,1,0,0,0
3052,2013,45,1248.0,73.9,8823,51776,0,1,0,0,0,1,1,0,0,0
3053,2017,38,1199.0,74.0,10496,14202,0,0,0,1,0,1,1,0,0,0
3054,2013,40,1591.0,121.3,8138,21511,0,0,0,1,0,1,0,0,1,0
3055,2010,46,1086.0,68.05,4335,34796,0,0,0,1,0,1,1,0,0,0
3056,2014,30,2143.0,204.0,34607,50331,0,1,0,0,1,0,1,0,0,0
3057,1998,40,993.0,60.0,684,59123,0,0,0,1,0,1,0,0,0,1
3058,2013,47,1197.0,78.9,7058,20366,0,0,0,1,0,1,1,0,0,0
3059,2016,60,1498.0,98.6,8016,32054,0,1,0,0,0,1,1,0,0,0
3060,2016,33,2179.0,148.0,15212,22369,0,1,0,0,0,1,1,0,0,0
3061,2015,43,1198.0,86.8,6008,13670,0,0,0,1,0,1,1,0,0,0
