,Year,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Price,Miles_Driven
2915,2009,Diesel,Automatic,First,25,2993.0,235.0,27001,55923
2916,2017,Petrol,Manual,First,42,1198.0,82.0,6845,26718
2917,2008,Petrol,Automatic,Second,45,1197.0,80.0,4487,36339
2918,2007,Petrol,Automatic,Second,30,1799.0,130.0,3955,57787
2919,2010,Petrol,Manual,First,47,1197.0,78.9,4563,31068
2920,2014,Diesel,Automatic,Second,34,2143.0,170.0,23578,48849
2921,2011,Petrol,Manual,First,41,1496.0,88.73,4259,22990
2922,2010,Petrol,Manual,First,39,1497.0,118.0,3803,34051
2923,2014,Diesel,Manual,First,55,1248.0,74.0,8747,18019
2924,2010,Petrol,Manual,First,51,1197.0,81.8,4259,42253
2925,2014,Petrol,Manual,First,40,1591.0,121.3,6982,36039
2926,2012,Diesel,Manual,First,54,1248.0,73.94,5552,39947
2927,2015,Diesel,Manual,First,30,2982.0,168.5,30196,19262
2928,2018,Diesel,Manual,First,40,1956.0,170.0,28142,9966
2929,2017,Petrol,Manual,First,43,1197.0,81.83,10572,12340
2930,2014,CNG,Manual,Second,62,998.0,58.16,4335,30136
2931,2012,Diesel,Manual,First,32,2179.0,138.0,5704,46845
2932,2008,Diesel,Manual,Second,45,1248.0,73.9,3498,48466
2933,2016,Diesel,Manual,First,58,1396.0,69.01,3498,48466
2934,2016,Diesel,Manual,First,66,1248.0,74.0,9051,32311
2935,2016,Petrol,Automatic,First,54,998.0,67.04,5309,18641
2936,2016,Diesel,Automatic,First,34,2993.0,258.0,72562,11963
2937,2015,Petrol,Manual,First,38,1198.0,74.0,9781,18424
2938,2011,Diesel,Manual,First,32,2179.0,138.03,6845,49709
2939,2018,Petrol,Automatic,First,31,1598.0,181.0,60468,1846
2940,2015,Petrol,Manual,First,36,1196.0,70.0,6084,13297
2941,2015,Diesel,Manual,First,61,1498.0,98.6,10618,47845
2942,2006,Diesel,Manual,Second,29,1991.0,112.0,2662,49709
2943,2013,Diesel,Manual,First,47,1968.0,108.5,7225,50800
2944,2016,Diesel,Manual,First,27,2982.0,171.0,35748,61884
2945,2014,Diesel,Manual,First,52,1582.0,126.32,11393,24724
2946,2015,Diesel,Manual,First,35,2179.0,140.0,16505,70214
2947,2017,Petrol,Manual,First,59,799.0,53.3,5324,14912
2948,2015,Petrol,Manual,Second,43,1197.0,81.83,9583,24233
2949,2012,Petrol,Automatic,First,36,1497.0,116.3,10268,22990
2950,2017,Diesel,Automatic,First,25,3198.0,197.0,43932,37970
2951,2016,Petrol,Automatic,First,32,1798.0,157.75,21646,38306
2952,2012,Diesel,Automatic,Third,53,1995.0,190.0,22818,22990
2953,2013,CNG,Manual,First,53,1373.0,80.9,8823,32932
2954,2013,Diesel,Manual,First,54,1248.0,73.94,5704,40389
2955,2011,Diesel,Manual,Second,27,2982.0,171.0,19395,91968
2956,2009,Petrol,Manual,First,37,1298.0,88.2,2966,32933
2957,2018,Petrol,Manual,First,47,1199.0,84.0,7530,13884
2958,2015,Petrol,Automatic,First,42,1497.0,117.3,12550,31068
2959,2013,Diesel,Automatic,First,31,1995.0,170.0,31930,29939
2960,2010,Diesel,Automatic,Second,33,2143.0,203.0,26621,57787
2961,2015,Diesel,Manual,First,66,1248.0,74.0,8153,33243
2962,2014,Petrol,Manual,First,37,1373.0,93.7,9659,10926
2963,2011,Petrol,Manual,First,40,1591.0,121.3,4487,22509
2964,2019,Diesel,Automatic,First,29,2179.0,147.5,84731,16092
2965,2009,Petrol,Manual,First,0,1086.0,62.0,1749,37387
2966,2017,Diesel,Automatic,First,45,2143.0,167.62,57045,6959
2967,2017,Petrol,Manual,First,47,1197.0,78.9,6191,30475
2968,2012,Diesel,Manual,First,51,1199.0,73.9,4548,27961
2969,2017,Diesel,Manual,First,57,1248.0,88.5,12017,24854
2970,2016,Diesel,Manual,First,46,1461.0,83.8,11393,22742
2971,2009,Diesel,Manual,First,42,1248.0,75.0,1673,72700
2972,2016,Diesel,Automatic,First,26,2987.0,254.8,85188,9941
2973,2016,Diesel,Manual,First,59,1186.0,73.97,5324,31068
2974,2008,Diesel,Manual,First,42,1493.0,110.0,4563,93205
2975,2014,Petrol,Manual,First,40,1591.0,121.3,9279,6835
2976,2010,Petrol,Manual,First,36,1196.0,70.0,3422,63389
2977,2016,Diesel,Manual,First,59,1248.0,74.0,9051,23612
2978,2013,Diesel,Manual,First,54,1461.0,63.12,7530,44422
2979,2015,Petrol,Manual,Second,38,1198.0,74.0,8351,28803
2980,2019,Diesel,Automatic,First,53,1995.0,190.0,10146,54059
2981,2015,Petrol,Manual,First,35,1598.0,103.52,9507,12902
2982,2014,Diesel,Automatic,First,28,2967.0,241.4,53060,31737
2983,2016,Diesel,Manual,First,61,1248.0,88.5,10496,52247
2984,2014,Diesel,Manual,First,59,1498.0,98.6,9112,34175
2985,2010,Petrol,Automatic,First,25,3498.0,272.0,15820,45360
2986,2012,Diesel,Automatic,First,34,2967.0,241.38,44115,31069
2987,2016,Diesel,Manual,Second,32,2179.0,118.3,8899,57890
2988,2006,Petrol,Automatic,Third,28,1493.0,100.0,3361,61877
2989,2010,Petrol,Manual,First,36,1586.0,103.3,3650,44738
2990,2009,Petrol,Manual,Third,34,1798.0,138.1,4563,43495
2991,2012,Petrol,Automatic,Second,33,1598.0,103.6,5704,37903
2992,2015,Petrol,Manual,First,49,814.0,55.2,4487,41327
2993,2011,Diesel,Manual,First,47,1968.0,108.5,8823,52233
2994,2012,Diesel,Manual,First,53,1248.0,74.0,7453,50206
2995,2018,Petrol,Automatic,First,33,1798.0,138.03,25784,3106
2996,2013,Diesel,Manual,First,30,2494.0,100.0,19015,57166
2997,2017,Diesel,Manual,First,64,1047.0,69.0,7606,32932
2998,2015,Petrol,Manual,First,36,1598.0,103.52,7119,24744
2999,2016,Diesel,Automatic,First,25,3198.0,197.0,45332,18019
3000,2017,Petrol,Manual,Second,59,799.0,53.3,5263,15045
3001,2012,Diesel,Manual,First,54,1396.0,90.0,6084,46602
3002,2012,Diesel,Manual,Second,41,1896.0,106.0,6845,47979
3003,2013,Diesel,Manual,First,50,1364.0,87.2,8929,46161
3004,2015,Diesel,Manual,First,36,2179.0,120.0,14451,37903
3005,2013,Diesel,Automatic,First,33,1968.0,174.3,49439,27340
3006,2014,Diesel,Manual,First,42,1248.0,73.8,5902,46006
3007,2013,Diesel,Automatic,First,53,1995.0,190.0,19897,53342
3008,2012,Diesel,Manual,First,50,1461.0,84.8,5324,32311
3009,2010,Petrol,Manual,Second,30,2354.0,177.6,5324,29204
3010,2010,Diesel,Manual,First,39,1493.0,110.0,6769,44744
3011,2015,Petrol,Manual,First,39,796.0,34.2,3574,9320
3012,2015,Petrol,Manual,First,40,1497.0,117.3,7606,298258
3013,2012,Diesel,Automatic,Second,0,2967.0,241.4,42594,15360
3014,2007,Petrol,Manual,Second,39,1388.0,68.0,3042,46602
3015,2015,Diesel,Manual,First,53,1396.0,88.73,9659,35418
3016,2015,Diesel,Automatic,First,30,2143.0,201.1,37467,25511
3017,2012,CNG,Manual,Second,61,998.0,58.2,4563,57166
3018,2016,Diesel,Manual,First,53,1498.0,98.59,12017,12427
3019,2011,Petrol,Manual,First,43,1197.0,80.0,4943,32534
3020,2016,Petrol,Manual,Second,41,1497.0,117.3,12550,10563
3021,2011,Diesel,Manual,First,54,1461.0,63.1,4335,24234
3022,2010,Diesel,Manual,Second,47,1399.0,68.0,4867,80769
3023,2013,Petrol,Manual,First,43,1198.0,75.0,2662,27961
3024,2009,Petrol,Manual,Second,30,2354.0,177.6,8747,50953
3025,2010,Petrol,Automatic,First,32,1798.0,157.75,7149,41631
3026,2017,Petrol,Manual,First,32,796.0,35.0,4411,13210
3027,2012,Diesel,Manual,First,51,1396.0,88.8,6465,34400
3028,2017,Diesel,Automatic,First,40,1582.0,126.2,22057,8077
3029,2016,Diesel,Manual,First,59,1248.0,74.0,8123,28412
3030,2014,Diesel,Manual,First,59,1248.0,74.0,5856,65243
3031,2009,Diesel,Manual,First,30,2494.0,102.0,12930,96968
3032,2016,Diesel,Manual,First,57,1120.0,71.0,6389,83885
3033,2016,Diesel,Manual,First,48,1248.0,88.7,10268,41631
3034,2016,Diesel,Automatic,First,25,3198.0,197.2,39551,55923
3035,2019,Diesel,Manual,First,53,1396.0,88.73,13097,20039
3036,2009,Petrol,Manual,First,44,998.0,67.1,2220,29204
3037,2011,Diesel,Manual,Second,49,1248.0,73.9,4259,46794
3038,2018,CNG,Manual,First,75,998.0,58.2,6084,27465
3039,2014,Petrol,Manual,First,39,1497.0,118.0,8321,36039
3040,2009,Petrol,Manual,First,41,1298.0,85.8,3726,37282
3041,2014,Diesel,Automatic,First,40,1995.0,184.0,32706,27961
3042,2010,Petrol,Manual,First,35,1368.0,90.0,2099,25597
3043,2016,Diesel,Manual,First,37,2179.0,140.0,20536,55302
3044,2009,Petrol,Automatic,Second,39,1197.0,78.9,4715,37599
3045,2016,Petrol,Manual,First,50,1197.0,83.1,8351,5281
3046,2017,Diesel,Manual,First,57,1248.0,88.5,14466,22357
3047,2012,Petrol,Manual,First,36,1196.0,70.02,3635,14385
3048,2014,CNG,Manual,First,78,998.0,67.04,4943,46393
3049,2014,Petrol,Automatic,First,42,1197.0,103.5,8594,38232
3050,2010,Diesel,Manual,First,35,2489.0,93.7,2814,56915
3051,2019,Petrol,Automatic,First,31,2995.0,340.0,3072,8884
3052,2013,Diesel,Manual,First,45,1248.0,73.9,8823,51776
3053,2017,Petrol,Manual,First,38,1199.0,74.0,10496,14202
3054,2013,Petrol,Manual,Second,40,1591.0,121.3,8138,21511
3055,2010,Petrol,Manual,First,46,1086.0,68.05,4335,34796
3056,2014,Diesel,Automatic,First,30,2143.0,204.0,34607,50331
3057,1998,Petrol,Manual,Third,40,993.0,60.0,684,59123
3058,2013,Petrol,Manual,First,47,1197.0,78.9,7058,20366
3059,2016,Diesel,Manual,First,60,1498.0,98.6,8016,32054
3060,2016,Diesel,Manual,First,33,2179.0,148.0,15212,22369
3061,2015,Petrol,Manual,First,43,1198.0,86.8,6008,13670
3062,2010,Petrol,Manual,First,39,1197.0,80.0,5141,19109
3063,2018,Petrol,Manual,First,34,1390.0,120.33,25556,23058
3064,2010,Petrol,Manual,First,39,1198.0,88.8,3027,27961
3065,2017,Petrol,Manual,First,44,1197.0,82.0,8883,20681
3066,2016,Diesel,Automatic,First,34,2993.0,270.9,54992,34246
3067,2014,Diesel,Automatic,First,38,2179.0,187.7,39095,11184
3068,2013,Diesel,Manual,First,37,2179.0,140.0,14056,81269
3069,2015,Diesel,Manual,First,53,1598.0,118.0,11637,10319
3070,2015,Diesel,Automatic,First,40,1968.0,174.33,38502,20011
3071,2013,Diesel,Manual,First,44,1461.0,108.45,7225,41631
3072,2014,Petrol,Manual,First,44,1197.0,85.8,10176,35838
3073,2012,Petrol,Manual,First,38,1198.0,73.9,4715,25476
3074,2012,Petrol,Manual,First,46,796.0,35.0,2357,40389
3075,2019,Petrol,Automatic,First,44,1197.0,81.86,10405,7551
3076,2014,Petrol,Manual,First,59,624.0,37.5,2433,10445
3077,2017,Petrol,Automatic,First,41,1395.0,147.51,33056,38040
3078,2015,Petrol,Manual,First,38,1198.0,74.0,7225,13670
3079,2015,Petrol,Manual,First,53,796.0,47.3,3726,39590
3080,2019,Diesel,Automatic,First,48,1496.0,113.98,47994,9231
3081,2012,Diesel,Automatic,Second,35,1968.0,140.8,15592,42874
3082,2019,Diesel,Manual,First,29,2198.0,158.0,41620,9101
3083,2013,Petrol,Manual,Second,37,1499.0,110.0,9887,62137
3084,2016,Petrol,Manual,First,44,1197.0,82.0,6465,13670
3085,2014,Petrol,Manual,First,42,1199.0,82.4,8366,6213
3086,2015,Petrol,Manual,First,49,1197.0,83.14,6084,66486
3087,2017,Petrol,Manual,First,41,1193.0,88.7,7073,29948
3088,2015,Diesel,Automatic,First,45,2143.0,170.0,43354,9320
3089,2014,Diesel,Manual,First,40,1998.0,163.7,10815,49755
3090,2013,Diesel,Manual,First,49,1248.0,73.9,5932,53057
3091,2017,Petrol,Manual,First,44,1197.0,81.86,8518,9134
3092,2012,Diesel,Manual,Third,66,1248.0,73.75,3422,93205
3093,2011,Diesel,Manual,First,52,1582.0,126.32,5932,21744
3094,2014,Diesel,Automatic,First,34,2993.0,270.9,43552,51285
3095,2013,Petrol,Automatic,First,32,1798.0,157.75,11028,50952
3096,2006,Petrol,Manual,Second,44,998.0,67.1,3042,32311
3097,2011,Petrol,Manual,First,38,1198.0,73.9,5324,12427
3098,2011,Petrol,Manual,First,34,1799.0,130.2,7606,34175
3099,2015,CNG,Manual,First,47,1196.0,63.0,5658,29205
3100,2014,Petrol,Manual,First,52,998.0,67.04,5248,32311
3101,2013,Diesel,Manual,First,55,1248.0,74.0,6845,26895
3102,2018,Petrol,Automatic,First,30,1591.0,121.3,21844,14835
3103,2016,Petrol,Manual,First,44,1197.0,82.0,8366,32228
3104,2013,Diesel,Manual,First,54,1461.0,63.1,4563,42874
3105,2017,Petrol,Manual,First,44,1197.0,81.86,9249,39014
3106,2013,Diesel,Manual,First,48,1598.0,103.6,7606,93205
3107,2015,Diesel,Automatic,First,29,2982.0,168.5,30804,29556
3108,2018,Diesel,Automatic,First,26,2755.0,171.5,27381,12613
3109,2015,Diesel,Automatic,First,47,2143.0,107.3,26621,30012
3110,2013,Petrol,Manual,First,49,814.0,55.2,3194,18641
3111,2012,Diesel,Manual,Second,53,1582.0,126.24,11409,22369
3112,2015,Diesel,Automatic,Second,48,1496.0,113.98,37680,17175
3113,2015,Diesel,Manual,First,46,1461.0,108.45,13158,37282
3114,2019,Diesel,Automatic,First,25,3198.0,197.0,54003,5592
3115,2014,Petrol,Manual,First,33,1798.0,138.03,15972,37748
3116,2018,Diesel,Manual,First,32,2179.0,155.0,19775,5592
3117,2012,Diesel,Automatic,First,39,2993.0,261.49,40312,25538
3118,2004,Petrol,Manual,Second,40,1061.0,64.0,2129,37282
3119,2017,Petrol,Manual,First,41,1497.0,117.3,11424,23875
3120,2014,Diesel,Manual,First,53,1248.0,74.0,6541,31068
3121,2015,Petrol,Automatic,First,42,1497.0,117.3,13614,11806
3122,2015,Diesel,Manual,First,48,1248.0,88.76,10511,36495
3123,2016,Diesel,Manual,First,44,1461.0,108.45,14831,40548
3124,2010,Diesel,Manual,Second,45,1248.0,73.9,6084,80778
3125,2011,Diesel,Manual,First,54,1248.0,73.94,5552,49088
3126,2013,Diesel,Manual,First,35,2179.0,140.0,16353,48466
3127,2015,Petrol,Manual,First,45,1198.0,86.8,6860,30529
3128,2016,Diesel,Automatic,First,0,2987.0,165.0,74874,14147
3129,2014,Diesel,Manual,First,49,1248.0,88.8,5628,33832
3130,2014,Diesel,Manual,First,30,2494.0,102.0,19760,98669
3131,2015,Petrol,Manual,First,43,1197.0,85.8,6313,38579
3132,2012,Petrol,Manual,First,40,1591.0,121.3,6693,9196
3133,2015,Petrol,Manual,First,40,1497.0,117.3,6465,16155
3134,2017,Petrol,Manual,First,42,1198.0,86.7,6465,19886
3135,2017,Petrol,Automatic,First,42,1497.0,117.3,11713,21747
3136,2015,Diesel,Automatic,First,29,2179.0,187.7,60468,32311
3137,2017,Petrol,Manual,First,40,1497.0,117.3,12930,6835
3138,2008,Petrol,Automatic,First,22,2997.0,231.1,10648,38525
3139,2002,Petrol,Manual,Third,32,1299.0,70.0,1216,40472
3140,2013,Diesel,Manual,First,30,2982.0,168.5,23198,44117
3141,2008,Petrol,Manual,First,44,998.0,66.1,3422,31917
3142,2016,Diesel,Manual,First,33,1948.0,83.1,7377,28769
3143,2012,Petrol,Automatic,Second,36,1497.0,116.3,9766,37846
3144,2012,Diesel,Manual,Second,54,1461.0,63.12,3803,58067
3145,2011,Diesel,Automatic,First,44,1582.0,126.32,8747,64622
3146,2003,Petrol,Manual,First,37,796.0,37.0,760,32311
3147,2015,Diesel,Manual,First,35,2179.0,140.0,17524,26718
3148,2014,Diesel,Manual,First,50,1248.0,88.8,6845,55923
3149,2013,Petrol,Automatic,First,35,1396.0,98.6,7225,44738
3150,2019,Diesel,Manual,First,46,1582.0,126.2,20597,33753
3151,2015,Diesel,Automatic,First,30,2143.0,201.1,35611,37052
3152,2013,Diesel,Automatic,Second,29,2982.0,168.5,29283,72079
3153,2015,Diesel,Automatic,First,21,1984.0,181.0,30424,21126
3154,2011,Diesel,Automatic,First,33,2143.0,203.0,19775,43495
3155,2010,Petrol,Manual,First,23,2354.0,180.0,6069,49709
3156,2015,Diesel,Manual,First,60,1498.0,98.6,7073,68350
3157,2013,Diesel,Manual,First,66,1248.0,73.75,7073,35078
3158,2013,Petrol,Manual,First,43,1197.0,85.8,4791,37282
3159,2013,Petrol,Automatic,First,34,1798.0,138.1,12550,34796
3160,2012,Diesel,Automatic,Second,27,4367.0,335.3,98879,39146
3161,2012,Diesel,Manual,First,53,1248.0,74.0,6845,39146
3162,2017,Diesel,Manual,First,38,1956.0,170.0,26621,9351
3163,2016,Petrol,Manual,First,47,1197.0,81.8,6556,18268
3164,2016,Petrol,Manual,First,43,1199.0,88.7,9431,15682
3165,2011,Petrol,Manual,First,38,1198.0,73.9,5050,36506
3166,2011,Petrol,Automatic,First,30,1799.0,130.0,5704,38525
3167,2013,Petrol,Manual,First,39,1496.0,88.73,7149,82020
3168,2016,Petrol,Manual,First,40,1591.0,121.3,9887,31689
3169,2009,Diesel,Manual,First,30,2494.0,102.0,11028,115077
3170,2016,Diesel,Manual,First,53,1598.0,118.0,13599,38349
3171,2018,Petrol,Manual,First,44,1194.0,94.68,11165,5527
3172,2016,Petrol,Manual,First,50,1197.0,83.1,10496,10563
3173,2016,Petrol,Manual,First,42,1199.0,88.7,8975,19497
3174,2013,Diesel,Automatic,First,52,1582.0,126.3,10268,70836
3175,2014,Diesel,Manual,First,60,1498.0,98.6,6237,50331
3176,2017,Diesel,Automatic,First,43,1968.0,147.51,41072,19262
3177,2014,Petrol,Manual,First,35,1598.0,103.52,6845,21747
3178,2013,Diesel,Automatic,First,40,1968.0,174.33,22057,37282
3179,2014,Diesel,Manual,First,55,1248.0,74.0,7986,46648
3180,2012,Diesel,Manual,Second,52,1248.0,74.0,1825,49709
3181,2006,Diesel,Manual,Second,30,2494.0,100.6,7530,91559
3182,2013,Diesel,Manual,First,46,1461.0,108.45,11409,37282
3183,2015,Petrol,Automatic,First,23,2996.0,333.0,73018,4660
3184,2015,Diesel,Manual,First,60,1498.0,98.6,6769,36039
3185,2018,Diesel,Automatic,First,27,2987.0,254.79,90740,18191
3186,2015,Diesel,Manual,First,54,1248.0,73.94,6662,35439
3187,2016,Diesel,Manual,First,66,1248.0,88.5,12017,25358
3188,2008,Petrol,Manual,Second,0,1086.0,62.0,2859,21914
3189,2018,Petrol,Automatic,First,50,1197.0,83.1,11089,21518
3190,2012,Diesel,Manual,First,55,1498.0,88.7,9127,28037
3191,2011,Diesel,Manual,Third,37,2179.0,140.0,10192,78292
3192,2009,Petrol,Manual,First,46,796.0,46.3,2281,39146
3193,2016,Diesel,Automatic,First,48,1496.0,113.98,36205,20069
3194,2014,Diesel,Manual,First,35,2179.0,140.0,11819,39325
3195,2012,Petrol,Manual,First,42,1086.0,62.1,5050,26928
3196,2015,Diesel,Manual,First,53,1248.0,74.0,7514,28931
3197,2013,Diesel,Automatic,Second,47,2143.0,107.3,16733,21126
3198,2016,Petrol,Manual,First,59,799.0,53.3,5172,29825
3199,2013,Diesel,Manual,First,53,1248.0,74.0,6343,34960
3200,2005,Petrol,Manual,Second,40,993.0,60.0,1901,52232
3201,2016,Petrol,Automatic,First,44,1197.0,82.0,8290,5592
3202,2012,Diesel,Manual,First,49,1248.0,88.8,3939,49088
3203,2015,Diesel,Manual,First,37,2179.0,140.0,18269,54618
3204,2010,Petrol,Manual,Second,41,1197.0,85.8,3726,45002
3205,2015,Diesel,Automatic,First,36,1968.0,174.33,44115,23612
3206,2010,Diesel,Automatic,First,34,2143.0,170.0,18239,66486
3207,2015,Petrol,Automatic,First,42,1497.0,117.3,12017,31689
3208,2010,Diesel,Manual,Third,30,2494.0,102.0,9507,86991
3209,2011,Petrol,Manual,Second,43,1199.0,79.4,2738,29825
3210,2013,CNG,Manual,First,62,998.0,58.16,4259,38525
3211,2015,Petrol,Manual,First,43,1199.0,88.7,7453,19262
3212,2010,Petrol,Manual,First,42,1198.0,75.0,3422,46637
3213,2017,Petrol,Automatic,First,44,1373.0,91.1,13523,31820
3214,2012,Diesel,Automatic,First,29,2982.0,168.5,22818,54059
3215,2018,Diesel,Manual,First,61,1498.0,99.0,8594,10563
3216,2014,Diesel,Manual,First,48,1248.0,88.8,10648,35418
3217,2016,Petrol,Manual,First,53,796.0,47.3,4487,5822
3218,2013,Petrol,Manual,First,45,1198.0,86.8,5020,33073
3219,2010,Diesel,Manual,Second,38,1493.0,110.0,5324,74564
3220,2007,Petrol,Manual,First,30,1493.0,100.0,3498,46637
3221,2017,Diesel,Manual,First,46,1582.0,126.2,20825,23144
3222,2013,Diesel,Manual,First,55,1364.0,67.06,4715,39767
3223,2014,Petrol,Manual,First,31,2359.0,198.25,19395,7456
3224,2017,Diesel,Manual,First,46,1582.0,126.2,20916,24953
3225,2017,Petrol,Manual,First,43,1199.0,88.7,10268,6835
3226,2014,Diesel,Manual,First,48,1598.0,103.6,7986,43502
3227,2015,Diesel,Manual,First,37,2179.0,140.0,13310,50952
3228,2017,Diesel,Manual,First,43,1493.0,100.0,13493,35579
3229,2010,Petrol,Automatic,Second,26,2354.0,142.0,9887,52195
3230,2012,Diesel,Manual,First,48,1248.0,88.76,6845,104390
3231,2012,Diesel,Manual,First,30,2696.0,162.0,19015,45776
3232,2014,Diesel,Automatic,First,29,2982.0,168.5,25556,55637
3233,2016,Diesel,Manual,First,48,1248.0,88.8,13310,53079
3234,2013,Diesel,Automatic,First,45,1582.0,126.24,12930,30337
3235,2011,Petrol,Manual,First,47,1197.0,78.9,3361,21798
3236,2012,Petrol,Manual,First,39,796.0,34.2,2433,78292
3237,2016,Petrol,Automatic,First,36,1198.0,86.7,9507,11806
3238,2007,Petrol,Automatic,Second,30,1799.0,130.0,3422,42874
3239,2019,Diesel,Automatic,First,42,2143.0,136.0,39171,18539
3240,2010,Petrol,Manual,Second,30,1798.0,157.8,10268,29827
3241,2015,Diesel,Manual,First,66,1248.0,88.5,9507,32512
3242,2013,Diesel,Manual,First,53,1498.0,89.84,7758,40389
3243,2009,Diesel,Automatic,Second,20,2987.0,224.34,16353,41010
3244,2016,Diesel,Manual,First,56,1120.0,70.0,8670,47037
3245,2013,Diesel,Manual,First,48,1598.0,105.0,9051,26718
3246,2012,Diesel,Manual,First,59,936.0,56.3,3650,26536
3247,2013,Diesel,Manual,First,40,1493.0,100.0,5309,21747
3248,2011,Petrol,Automatic,First,45,1197.0,80.0,6084,33770
3249,2013,Diesel,Manual,First,55,1364.0,67.04,5856,52195
3250,2010,Petrol,Automatic,First,34,1794.0,138.1,6008,39331
3251,2013,Petrol,Manual,Second,47,1197.0,78.9,4563,46633
3252,2018,Petrol,Manual,First,42,1196.0,86.8,10192,15060
3253,2016,Petrol,Manual,First,43,1197.0,85.8,9340,14146
3254,2012,Petrol,Automatic,Second,35,1396.0,98.6,6693,36039
3255,2017,Diesel,Manual,First,62,1248.0,74.0,6465,35418
3256,2010,Petrol,Automatic,First,20,4395.0,402.0,39445,31168
3257,2016,Diesel,Manual,First,53,1598.0,118.0,10648,27961
3258,2017,Diesel,Automatic,First,29,2982.0,168.5,38213,42451
3259,2017,Petrol,Manual,First,47,998.0,68.05,6769,19082
3260,2011,Diesel,Manual,First,51,1396.0,90.0,3650,23784
3261,2012,Diesel,Manual,Second,48,1598.0,103.6,6586,71457
3262,2017,Petrol,Automatic,First,43,1197.0,83.14,10542,29110
3263,2014,Diesel,Manual,First,51,1396.0,90.0,6465,39767
3264,2010,Diesel,Automatic,First,33,2143.0,203.0,19015,81351
3265,2015,Petrol,Manual,First,44,1197.0,82.0,7453,9320
3266,2014,Diesel,Manual,First,54,1396.0,90.0,6845,20331
3267,2016,Petrol,Manual,First,59,799.0,53.3,4563,7767
3268,2015,Petrol,Automatic,First,39,1197.0,82.0,8823,37157
3269,2011,Petrol,Manual,First,35,1598.0,103.6,5065,33685
3270,2015,Diesel,Automatic,First,33,1998.0,163.7,10070,38675
3271,2015,Diesel,Manual,Second,44,1461.0,108.5,8747,33554
3272,2012,Diesel,Manual,First,52,1582.0,126.32,9431,40389
3273,2015,Petrol,Automatic,First,54,998.0,67.04,5324,34175
3274,2010,Petrol,Manual,First,44,998.0,67.1,3042,44117
3275,2012,Diesel,Manual,First,51,1396.0,88.8,6084,43495
3276,2011,Petrol,Automatic,First,28,1781.0,163.2,14451,32932
3277,2013,Diesel,Automatic,First,40,1995.0,184.0,26621,26718
3278,2015,Petrol,Automatic,First,33,1598.0,103.52,9294,33554
3279,2014,Petrol,Manual,First,47,1197.0,78.9,5704,31689
3280,2007,Diesel,Manual,Second,24,2835.0,107.2,9431,48466
3281,2014,Diesel,Manual,First,61,1498.0,98.6,9355,15534
3282,2012,Petrol,Manual,First,49,998.0,67.1,3650,7829
3283,2009,Diesel,Manual,Fourth & Above,41,1248.0,75.0,3270,49709
3284,2016,Petrol,Manual,First,44,1197.0,82.0,5704,13048
3285,2011,Petrol,Manual,Second,36,1196.0,70.0,3270,19883
3286,2015,Petrol,Manual,First,44,1197.0,81.86,7225,31068
3287,2010,Petrol,Manual,First,36,1586.0,103.3,3726,29515
3288,2017,Petrol,Manual,First,40,1497.0,117.3,16961,4660
3289,2016,Diesel,Automatic,First,46,1461.0,108.45,13538,42354
3290,2014,Diesel,Manual,First,60,1498.0,98.6,6617,37903
3291,2015,Diesel,Manual,Second,30,2494.0,100.6,18254,62137
3292,2009,Diesel,Automatic,Second,37,1995.0,181.0,12930,38214
3293,2017,Petrol,Manual,First,46,1086.0,68.05,6495,26646
3294,2012,Diesel,Manual,Second,48,1461.0,83.8,6465,60272
3295,2010,Petrol,Automatic,First,26,2360.0,170.0,14071,24559
3296,2017,Diesel,Manual,First,57,1248.0,88.5,13097,21986
3297,2010,Diesel,Automatic,First,27,2987.0,261.0,42594,28583
3298,2018,Diesel,Manual,First,54,1498.0,98.96,14071,20001
3299,2016,Diesel,Automatic,First,44,1582.0,126.2,13082,16777
3300,2018,Petrol,Manual,First,38,1198.0,74.0,11454,14126
3301,2014,Diesel,Manual,First,46,1461.0,108.45,8747,36040
3302,2012,Petrol,Automatic,First,38,1198.0,86.8,6313,19573
3303,2017,Petrol,Manual,First,42,1196.0,86.8,8883,19220
3304,2012,Diesel,Automatic,First,43,1968.0,187.74,25100,16832
3305,2015,Diesel,Automatic,First,37,2993.0,258.0,65412,18330
3306,2013,Petrol,Manual,First,47,1197.0,78.9,5400,27961
3307,2018,Petrol,Manual,First,43,1197.0,81.83,13538,7264
3308,2006,Diesel,Manual,Second,38,1896.0,90.0,3803,75185
3309,2010,Diesel,Manual,First,38,1493.0,110.0,5856,73369
3310,2012,Petrol,Automatic,Third,40,1591.0,121.4,11409,22555
3311,2005,Petrol,Manual,Second,35,1341.0,61.0,2738,55923
3312,2010,Diesel,Manual,First,47,1399.0,68.0,3422,48466
3313,2015,Diesel,Automatic,First,41,1968.0,174.33,36889,26097
3314,2015,Petrol,Manual,First,38,1198.0,74.0,6617,16777
3315,2012,Diesel,Automatic,First,40,1995.0,184.0,17494,13670
3316,2014,Petrol,Manual,First,40,1497.0,117.3,7225,30447
3317,2012,Diesel,Manual,First,54,1396.0,90.0,7590,26470
3318,2018,Petrol,Automatic,First,44,1199.0,88.7,13919,7949
3319,2014,Petrol,Automatic,First,23,2354.0,152.0,21281,54709
